technique_id,control_id,Technique Name,Control Name
T1499.003,AC-3,Application Exhaustion Flood,Access Enforcement
T1499.004,AC-3,Application or System Exploitation,Access Enforcement
T1505,AC-3,Server Software Component,Access Enforcement
T1505.003,AC-3,Web Shell,Access Enforcement
T1525,AC-3,Implant Internal Image,Access Enforcement
T1537,AC-3,Transfer Data to Cloud Account,Access Enforcement
T1543,AC-3,Create or Modify System Process,Access Enforcement
T1543.001,AC-3,Launch Agent,Access Enforcement
T1543.003,AC-3,Windows Service,Access Enforcement
T1546.003,AC-3,Windows Management Instrumentation Event Subscription,Access Enforcement
T1547.003,AC-3,Time Providers,Access Enforcement
T1547.004,AC-3,Winlogon Helper DLL,Access Enforcement
T1547.006,AC-3,Kernel Modules and Extensions,Access Enforcement
T1547.007,AC-3,Re-opened Applications,Access Enforcement
T1547.009,AC-3,Shortcut Modification,Access Enforcement
T1548.002,AC-3,Bypass User Account Control,Access Enforcement
T1548.003,AC-3,Sudo and Sudo Caching,Access Enforcement
T1552.005,AC-3,Cloud Instance Metadata API,Access Enforcement
T1556.004,AC-3,Network Device Authentication,Access Enforcement
T1558,AC-3,Steal or Forge Kerberos Tickets,Access Enforcement
T1558.003,AC-3,Kerberoasting,Access Enforcement
T1559,AC-3,Inter-Process Communication,Access Enforcement
T1562,AC-3,Impair Defenses,Access Enforcement
T1562.001,AC-3,Disable or Modify Tools,Access Enforcement
T1562.006,AC-3,Indicator Blocking,Access Enforcement
T1562.008,AC-3,Disable Cloud Logs,Access Enforcement
T1565,AC-3,Data Manipulation,Access Enforcement
T1565.001,AC-3,Stored Data Manipulation,Access Enforcement
T1565.003,AC-3,Runtime Data Manipulation,Access Enforcement
T1567,AC-3,Exfiltration Over Web Service,Access Enforcement
T1570,AC-3,Lateral Tool Transfer,Access Enforcement
T1574,AC-3,Hijack Execution Flow,Access Enforcement
T1574.007,AC-3,Path Interception by PATH Environment Variable,Access Enforcement
T1602.002,AC-3,Network Device Configuration Dump,Access Enforcement
T1609,AC-3,Container Administration Command,Access Enforcement
T1610,AC-3,Deploy Container,Access Enforcement
T1003,AC-3,OS Credential Dumping,Access Enforcement
T1003.004,AC-3,LSA Secrets,Access Enforcement
T1003.005,AC-3,Cached Domain Credentials,Access Enforcement
T1003.006,AC-3,DCSync,Access Enforcement
T1003.007,AC-3,Proc Filesystem,Access Enforcement
T1003.008,AC-3,/etc/passwd and /etc/shadow,Access Enforcement
T1021,AC-3,Remote Services,Access Enforcement
T1021.002,AC-3,SMB/Windows Admin Shares,Access Enforcement
T1021.003,AC-3,Distributed Component Object Model,Access Enforcement
T1021.004,AC-3,SSH,Access Enforcement
T1021.005,AC-3,VNC,Access Enforcement
T1021.006,AC-3,Windows Remote Management,Access Enforcement
T1025,AC-3,Data from Removable Media,Access Enforcement
T1036,AC-3,Masquerading,Access Enforcement
T1036.003,AC-3,Rename System Utilities,Access Enforcement
T1036.005,AC-3,Match Legitimate Name or Location,Access Enforcement
T1037,AC-3,Boot or Logon Initialization Scripts,Access Enforcement
T1037.003,AC-3,Network Logon Script,Access Enforcement
T1037.004,AC-3,RC Scripts,Access Enforcement
T1041,AC-3,Exfiltration Over C2 Channel,Access Enforcement
T1048,AC-3,Exfiltration Over Alternative Protocol,Access Enforcement
T1048.001,AC-3,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Access Enforcement
T1048.002,AC-3,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Access Enforcement
T1048.003,AC-3,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Access Enforcement
T1052,AC-3,Exfiltration Over Physical Medium,Access Enforcement
T1052.001,AC-3,Exfiltration over USB,Access Enforcement
T1053.006,AC-3,Systemd Timers,Access Enforcement
T1053.007,AC-3,Container Orchestration Job,Access Enforcement
T1055.008,AC-3,Ptrace System Calls,Access Enforcement
T1055.009,AC-3,Proc Memory,Access Enforcement
T1056.003,AC-3,Web Portal Capture,Access Enforcement
T1059.003,AC-3,Windows Command Shell,Access Enforcement
T1059.004,AC-3,Unix Shell,Access Enforcement
T1059.006,AC-3,Python,Access Enforcement
T1059.007,AC-3,JavaScript,Access Enforcement
T1070.002,AC-3,Clear Linux or Mac System Logs,Access Enforcement
T1071.004,AC-3,DNS,Access Enforcement
T1072,AC-3,Software Deployment Tools,Access Enforcement
T1078.003,AC-3,Local Accounts,Access Enforcement
T1080,AC-3,Taint Shared Content,Access Enforcement
T1087.004,AC-3,Cloud Account,Access Enforcement
T1090,AC-3,Proxy,Access Enforcement
T1090.003,AC-3,Multi-hop Proxy,Access Enforcement
T1110,AC-3,Brute Force,Access Enforcement
T1110.003,AC-3,Password Spraying,Access Enforcement
T1110.004,AC-3,Credential Stuffing,Access Enforcement
T1114,AC-3,Email Collection,Access Enforcement
T1114.002,AC-3,Remote Email Collection,Access Enforcement
T1134,AC-3,Access Token Manipulation,Access Enforcement
T1134.001,AC-3,Token Impersonation/Theft,Access Enforcement
T1134.002,AC-3,Create Process with Token,Access Enforcement
T1134.003,AC-3,Make and Impersonate Token,Access Enforcement
T1134.005,AC-3,SID-History Injection,Access Enforcement
T1136,AC-3,Create Account,Access Enforcement
T1136.001,AC-3,Local Account,Access Enforcement
T1136.002,AC-3,Domain Account,Access Enforcement
T1136.003,AC-3,Cloud Account,Access Enforcement
T1185,AC-3,Browser Session Hijacking,Access Enforcement
T1187,AC-3,Forced Authentication,Access Enforcement
T1213,AC-3,Data from Information Repositories,Access Enforcement
T1213.001,AC-3,Confluence,Access Enforcement
T1213.002,AC-3,Sharepoint,Access Enforcement
T1218.002,AC-3,Control Panel,Access Enforcement
T1222.001,AC-3,Windows File and Directory Permissions Modification,Access Enforcement
T1222.002,AC-3,Linux and Mac File and Directory Permissions Modification,Access Enforcement
T1484,AC-3,Domain Policy Modification,Access Enforcement
T1485,AC-3,Data Destruction,Access Enforcement
T1489,AC-3,Service Stop,Access Enforcement
T1498,AC-3,Network Denial of Service,Access Enforcement
T1505.002,AC-3,Transport Agent,Access Enforcement
T1505.004,AC-3,IIS Components,Access Enforcement
T1538,AC-3,Cloud Service Dashboard,Access Enforcement
T1539,AC-3,Steal Web Session Cookie,Access Enforcement
T1542,AC-3,Pre-OS Boot,Access Enforcement
T1542.001,AC-3,System Firmware,Access Enforcement
T1542.003,AC-3,Bootkit,Access Enforcement
T1542.004,AC-3,ROMMONkit,Access Enforcement
T1542.005,AC-3,TFTP Boot,Access Enforcement
T1543.002,AC-3,Systemd Service,Access Enforcement
T1543.004,AC-3,Launch Daemon,Access Enforcement
T1546.004,AC-3,Unix Shell Configuration Modification,Access Enforcement
T1546.013,AC-3,PowerShell Profile,Access Enforcement
T1547.012,AC-3,Print Processors,Access Enforcement
T1547.013,AC-3,XDG Autostart Entries,Access Enforcement
T1548,AC-3,Abuse Elevation Control Mechanism,Access Enforcement
T1550,AC-3,Use Alternate Authentication Material,Access Enforcement
T1550.002,AC-3,Pass the Hash,Access Enforcement
T1550.003,AC-3,Pass the Ticket,Access Enforcement
T1552,AC-3,Unsecured Credentials,Access Enforcement
T1552.002,AC-3,Credentials in Registry,Access Enforcement
T1553.003,AC-3,SIP and Trust Provider Hijacking,Access Enforcement
T1556.001,AC-3,Domain Controller Authentication,Access Enforcement
T1556.003,AC-3,Pluggable Authentication Modules,Access Enforcement
T1557.002,AC-3,ARP Cache Poisoning,Access Enforcement
T1558.001,AC-3,Golden Ticket,Access Enforcement
T1558.002,AC-3,Silver Ticket,Access Enforcement
T1558.004,AC-3,AS-REP Roasting,Access Enforcement
T1559.001,AC-3,Component Object Model,Access Enforcement
T1561,AC-3,Disk Wipe,Access Enforcement
T1561.001,AC-3,Disk Content Wipe,Access Enforcement
T1561.002,AC-3,Disk Structure Wipe,Access Enforcement
T1562.002,AC-3,Disable Windows Event Logging,Access Enforcement
T1562.004,AC-3,Disable or Modify System Firewall,Access Enforcement
T1562.007,AC-3,Disable or Modify Cloud Firewall,Access Enforcement
T1562.009,AC-3,Safe Mode Boot,Access Enforcement
T1563,AC-3,Remote Service Session Hijacking,Access Enforcement
T1563.001,AC-3,SSH Hijacking,Access Enforcement
T1563.002,AC-3,RDP Hijacking,Access Enforcement
T1564.004,AC-3,NTFS File Attributes,Access Enforcement
T1569,AC-3,System Services,Access Enforcement
T1569.001,AC-3,Launchctl,Access Enforcement
T1569.002,AC-3,Service Execution,Access Enforcement
T1572,AC-3,Protocol Tunneling,Access Enforcement
T1574.004,AC-3,Dylib Hijacking,Access Enforcement
T1574.005,AC-3,Executable Installer File Permissions Weakness,Access Enforcement
T1574.008,AC-3,Path Interception by Search Order Hijacking,Access Enforcement
T1574.009,AC-3,Path Interception by Unquoted Path,Access Enforcement
T1574.010,AC-3,Services File Permissions Weakness,Access Enforcement
T1574.012,AC-3,COR_PROFILER,Access Enforcement
T1578,AC-3,Modify Cloud Compute Infrastructure,Access Enforcement
T1578.001,AC-3,Create Snapshot,Access Enforcement
T1578.002,AC-3,Create Cloud Instance,Access Enforcement
T1578.003,AC-3,Delete Cloud Instance,Access Enforcement
T1599.001,AC-3,Network Address Translation Traversal,Access Enforcement
T1601,AC-3,Modify System Image,Access Enforcement
T1601.001,AC-3,Patch System Image,Access Enforcement
T1601.002,AC-3,Downgrade System Image,Access Enforcement
T1602,AC-3,Data from Configuration Repository,Access Enforcement
T1602.001,AC-3,SNMP (MIB Dump),Access Enforcement
T1606,AC-3,Forge Web Credentials,Access Enforcement
T1606.001,AC-3,Web Cookies,Access Enforcement
T1606.002,AC-3,SAML Tokens,Access Enforcement
T1612,AC-3,Build Image on Host,Access Enforcement
T1613,AC-3,Container and Resource Discovery,Access Enforcement
T1619,AC-3,Cloud Storage Object Discovery,Access Enforcement
T1003.001,AC-3,LSASS Memory,Access Enforcement
T1003.002,AC-3,Security Account Manager,Access Enforcement
T1003.003,AC-3,NTDS,Access Enforcement
T1005,AC-3,Data from Local System,Access Enforcement
T1055,AC-3,Process Injection,Access Enforcement
T1078,AC-3,Valid Accounts,Access Enforcement
T1091,AC-3,Replication Through Removable Media,Access Enforcement
T1110.001,AC-3,Password Guessing,Access Enforcement
T1110.002,AC-3,Password Cracking,Access Enforcement
T1133,AC-3,External Remote Services,Access Enforcement
T1199,AC-3,Trusted Relationship,Access Enforcement
T1200,AC-3,Hardware Additions,Access Enforcement
T1218,AC-3,Signed Binary Proxy Execution,Access Enforcement
T1528,AC-3,Steal Application Access Token,Access Enforcement
T1530,AC-3,Data from Cloud Storage Object,Access Enforcement
T1552.007,AC-3,Container API,Access Enforcement
T1556,AC-3,Modify Authentication Process,Access Enforcement
T1557,AC-3,Adversary-in-the-Middle,Access Enforcement
T1557.001,AC-3,LLMNR/NBT-NS Poisoning and SMB Relay,Access Enforcement
T1580,AC-3,Cloud Infrastructure Discovery,Access Enforcement
T1599,AC-3,Network Boundary Bridging,Access Enforcement
T1611,AC-3,Escape to Host,Access Enforcement
T1557.003,AC-3,DHCP Spoofing,Access Enforcement
T1070.007,AC-3,Clear Network Connection History and Configurations,Access Enforcement
T1070.008,AC-3,Clear Mailbox Data,Access Enforcement
T1070.009,AC-3,Clear Persistence,Access Enforcement
T1098.005,AC-3,Device Registration,Access Enforcement
T1505.005,AC-3,Terminal Services DLL,Access Enforcement
T1622,AC-3,Debugger Evasion,Access Enforcement
T1647,AC-3,Plist File Modification,Access Enforcement
T1648,AC-3,Serverless Execution,Access Enforcement
T1556.006,AC-3,Multi-Factor Authentication,Access Enforcement
T1556.007,AC-3,Hybrid Identity,Access Enforcement
T1020.001,AC-4,Traffic Duplication,Information Flow Enforcement
T1021.001,AC-4,Remote Desktop Protocol,Information Flow Enforcement
T1095,AC-4,Non-Application Layer Protocol,Information Flow Enforcement
T1098,AC-4,Account Manipulation,Information Flow Enforcement
T1098.001,AC-4,Additional Cloud Credentials,Information Flow Enforcement
T1105,AC-4,Ingress Tool Transfer,Information Flow Enforcement
T1189,AC-4,Drive-by Compromise,Information Flow Enforcement
T1190,AC-4,Exploit Public-Facing Application,Information Flow Enforcement
T1197,AC-4,BITS Jobs,Information Flow Enforcement
T1203,AC-4,Exploitation for Client Execution,Information Flow Enforcement
T1205,AC-4,Traffic Signaling,Information Flow Enforcement
T1205.001,AC-4,Port Knocking,Information Flow Enforcement
T1210,AC-4,Exploitation of Remote Services,Information Flow Enforcement
T1211,AC-4,Exploitation for Defense Evasion,Information Flow Enforcement
T1218.012,AC-4,Verclsid,Information Flow Enforcement
T1219,AC-4,Remote Access Software,Information Flow Enforcement
T1498.001,AC-4,Direct Network Flood,Information Flow Enforcement
T1498.002,AC-4,Reflection Amplification,Information Flow Enforcement
T1499,AC-4,Endpoint Denial of Service,Information Flow Enforcement
T1499.001,AC-4,OS Exhaustion Flood,Information Flow Enforcement
T1499.002,AC-4,Service Exhaustion Flood,Information Flow Enforcement
T1499.003,AC-4,Application Exhaustion Flood,Information Flow Enforcement
T1499.004,AC-4,Application or System Exploitation,Information Flow Enforcement
T1537,AC-4,Transfer Data to Cloud Account,Information Flow Enforcement
T1547.003,AC-4,Time Providers,Information Flow Enforcement
T1552.005,AC-4,Cloud Instance Metadata API,Information Flow Enforcement
T1559,AC-4,Inter-Process Communication,Information Flow Enforcement
T1559.002,AC-4,Dynamic Data Exchange,Information Flow Enforcement
T1565,AC-4,Data Manipulation,Information Flow Enforcement
T1565.003,AC-4,Runtime Data Manipulation,Information Flow Enforcement
T1567,AC-4,Exfiltration Over Web Service,Information Flow Enforcement
T1567.002,AC-4,Exfiltration to Cloud Storage,Information Flow Enforcement
T1568.002,AC-4,Domain Generation Algorithms,Information Flow Enforcement
T1570,AC-4,Lateral Tool Transfer,Information Flow Enforcement
T1574,AC-4,Hijack Execution Flow,Information Flow Enforcement
T1574.007,AC-4,Path Interception by PATH Environment Variable,Information Flow Enforcement
T1602.002,AC-4,Network Device Configuration Dump,Information Flow Enforcement
T1001,AC-4,Data Obfuscation,Information Flow Enforcement
T1001.001,AC-4,Junk Data,Information Flow Enforcement
T1001.002,AC-4,Steganography,Information Flow Enforcement
T1001.003,AC-4,Protocol Impersonation,Information Flow Enforcement
T1003,AC-4,OS Credential Dumping,Information Flow Enforcement
T1003.005,AC-4,Cached Domain Credentials,Information Flow Enforcement
T1003.006,AC-4,DCSync,Information Flow Enforcement
T1008,AC-4,Fallback Channels,Information Flow Enforcement
T1021.002,AC-4,SMB/Windows Admin Shares,Information Flow Enforcement
T1021.003,AC-4,Distributed Component Object Model,Information Flow Enforcement
T1021.005,AC-4,VNC,Information Flow Enforcement
T1021.006,AC-4,Windows Remote Management,Information Flow Enforcement
T1029,AC-4,Scheduled Transfer,Information Flow Enforcement
T1030,AC-4,Data Transfer Size Limits,Information Flow Enforcement
T1041,AC-4,Exfiltration Over C2 Channel,Information Flow Enforcement
T1048,AC-4,Exfiltration Over Alternative Protocol,Information Flow Enforcement
T1048.001,AC-4,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Information Flow Enforcement
T1048.002,AC-4,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Information Flow Enforcement
T1048.003,AC-4,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Information Flow Enforcement
T1071,AC-4,Application Layer Protocol,Information Flow Enforcement
T1071.001,AC-4,Web Protocols,Information Flow Enforcement
T1071.002,AC-4,File Transfer Protocols,Information Flow Enforcement
T1071.003,AC-4,Mail Protocols,Information Flow Enforcement
